id,name,tags,Status,comment
T_IngSpice_Drumpear_01,Ground Drumpear Seeds,"Spice,Plant,Seed",done,
T_IngSpice_Hibiscus_01,Dried Hibiscus,"Plant,Leaves",done,
T_IngSpice_Muscat_01,Muscat,Spice,done,
T_IngSpice_Nigella_01,Nigella Seeds,"Spice,Plant,Seed",done,
T_IngSpice_OliveOil_01,Olive Oil,"Liquid,Oil",done,
T_IngSpice_Pepper_01,Rihad Pepper,Spice,done,
T_IngSpice_Pricklespice_01,Pricklespice,Spice,done,
T_IngSpice_Saffron_01,Saffron Powder,Spice,done,
TR_i3-280_ingred_cursed_diamond,Maniel's Diamond,Gem,done,"Found in: Old Ebonheart, Guild of Mages: BasementUsed in the quest: Don't Touch My Gems!"
TR_i3-591_ingred_RaathimAsh,Raathim Gravedust,Dust,done,
TR_i3-685_OutlawsBlood,Blood Stone,CreaturePart,done,
TR_i4-507_ingred_hla_pearl,Edelmine's Pearl,Gem,done,
TR_m1_ingred_ceph_shell_uni,Ruined Cephalopod Shell,Shell,done,Found in: Nowhere
TR_m1_Ingred_Opal_i62,Opal Stone,Gem,done,"Found in: Gah Sadrith, Tel Darys: TombCursed"
TR_m1_Q_BlackRose_Stationary,Black Rose Offering,"Plant,Flower",done,The same offering after it has been placed on the ash-pit in Rangirth Ancestral Tomb
TR_m1_Q_Ingred_BlackRose,Black Rose Offering,"Plant,Flower",done,Found on the corpse of Alvar Omothan in Rangirth Ancestral Tomb
TR_m1_Q_Ingred_NobleSedge,Noble Sedge Flowers Offering,"Plant,Flower",done,Found on the corpse of Alvar Omothan in Rangirth Ancestral Tomb
TR_m1_Q_Ingred_Topaz,Topaz Offering,Gem,done,The same offering after it has been placed on the ash-pit in Rangirth Ancestral Tomb
TR_m1_Q_NobleSedge_Stationary,Noble Sedge Flowers Offering,Plant,done,The same offering after it has been placed on the ash-pit in Rangirth Ancestral Tomb
TR_m1_Q_Topaz_Stationary,Topaz Offering,"Plant,Flower",done,
TR_m1_q51_ingred_BOmusk_UNI,Raw Musk,,done,Found in: Nowhere
TR_m1_Q59_PR_disease_meat,Diseased Rat Meat,"Meat,Poison",done,Used in the quest: Pack RATS!!!
TR_m1_q67_Fa1_Seeds,Desert Siren Seeds,"Spice,Plant,Seed",done,Used in the House Telvanni quest: Seeds for Faruna
TR_m2_aztear_i2-383-ind,Azura's Tear,,done,
TR_m2_meteor_i2-383-ind,Meteor Fragment,Mineral,done,
TR_m2_q_22_Dust,Ancient Dust,Dust,done,
TR_m2_q_29_4_silk,Daedra Silk,Silk,done,
TR_m2_q_38_ashbonemeal,Contaminated Bonemeal,"Dust,Poison",done,
TR_m2_q_38_ectoplasm,Ectoplasm,CreaturePart,done,
TR_m2_q_38_purebonemeal,Bonemeal,Dust,done,
TR_m2_q_9_BGPetals,Bittergreen Petals,"Plant,Flower",done,
TR_m2_q_9_Eyestar_uni,Star's Eye,CreaturePart,done,
TR_m3_i3_413_white clay,White Clay,Clay,done,
TR_m3_nelyn_cursed_pearl,Pearl,Gem,done,
TR_m3_OE_q_HorseMeat,Horse Meat,Meat,done,
TR_m3_OE_RatMeatPoison,Poisoned Rat Meat,"Meat,Poison",done,"Found in: Old Ebonheart, The Fetcher's PawnOld Ebonheart, Rifskald Whalebane's House"
TR_m3_OE_TG_Vomit,Vomit,Poison,done,
TR_m3_q_14_fish,Delamus' Stinky Fish Meat,"Fish,Poison",done,
TR_m3_q_A5_SmuggledEbony,Raw Ebony,Ore,done,
TR_m3_q_A9_rewardemerald,Emerald,Gem,done,
TR_m3_q_kwamasmuggle,Large Kwama Egg,Egg,done,Used in the East Empire Company quest: Letter of the Law
TR_m3_q_OE_MG_Dae_Gems,<Cursed Gem Spawn Point>,Gem,done,
TR_m3_q_OE_MG_Dae_Sapphire,<Cursed Gem Spawn Point>,Gem,done,
TR_m3_TT_Dis_marshrootincense,Marsh Root Incense,Plant,done,"Found in: Roa Dyr, Crossing of LampsUsed in the quest: A Stunning Proposition"
TR_m3_TT_JalorPowder,Suspicious Powder,Powder,done,
TR_m3_TT_JalorPowder02,Suspicious Powder,Powder,done,
TR_m4_AA_SehutuHeart,Bel-Betu's Heart,Meat,done,
TR_m4_AA_Tomb_2_Emerald,Emerald,Gem,done,
TR_m4_ing_rotten_guar_meat,Rotten Guar Meat,"Meat,Poison",done,
TR_m4_menaan_int_8_biscuit,Complimentary Biscuit,Meal,done,
TR_m4_q_AG_gift,Heirloom of the Lost Tribe,,done,
TR_m4_TJ_MoonshadowRose,Moonshadow Rose,"Plant,Flower",done,
TR_m4_TT_SpawnBittergreen,Bittergreen Petals,"Plant,Flower",done,
TR_m4_TT_SpawnHackleLo,Hackle-Lo Leaf,"Plant,Flower",done,
TR_m7_AHPicnicBread_01,Bread,"Meal,Bread",done,
TR_m7_AHPicnicBread_02,Bread,"Meal,Bread",done,
TR_m7_AHPicnicCabbage,Cabbage Leaf,Vegetable,done,
TR_m7_AHPicnicCrabMeat,Crab Meat,Fish,done,
TR_m7_Dradivas_Stone,Healing Stone,Gem,done,
TR_m7_Kalk_Evenfall_Sapphire,Evenfall,Gem,done,Found in Kalkusara
TR_m7_Kalk_Orc_Flesh,Orc Flesh,Meat,done,"Found in Narsis, Sewers: Grand Bazaar and Kalkusara"
TR_m7_Ns_JNS_3_TombAD,Ashdew,Dust,done,
TR_m7_Ns_MG_Hemlock_01,Hemlock Seeds,"Spice,Plant,Seed",done,
TR_m7_NVA8_boar_leather,Bristleback Leather,Leather,done,
TR_m7_NVA8_IngCrea_GoatPelt_01,Goat Fur,Pelt,done,
TR_m7_NVA8_ingred_bear_pelt,Bear Pelt,Pelt,done,
TR_m7_NVA8_ingred_guar_hide_01,Guar Hide,Hide,done,
TR_m7_NVA8_ingred_wolf_pelt,Wolf Pelt,Pelt,done,
TR_m7_NVA8_snowbear_pelt,Snow Bear Pelt,Pelt,done,
TR_m7_q_guarliver,Guar Liver,Meat,done,Used in the quest: The Ritual of St. Veloth
TR_m7_q_Ns_IC8_gem1,Ametrine,Gem,done,
TR_m7_q_Ns_IC8_gem2,Ruby,Gem,done,
TR_m7_q_Ns_IC8_gem3,Emerald,Gem,done,
TR_m7_q_Ns_IC8_gem4,Sapphire,Gem,done,
TR_m7_q_Ns_IC8_gem5,Amethyst,Gem,done,
TR_m7_q_Ns_IC8_gem6,Garnet,Gem,done,
TR_m7_q_Ns_IC8_gem7,Topaz,Gem,done,
TR_m7_q_Ns_IC8_gem8,Onyx,Gem,done,
TR_m7_q_Ns_IC8_gem9,Raw Gold,Ore,done,
