icon,record_type,id,name,mesh,plugin
n\Tx_hackle-lo_01.tga,Ingredient,ingred_hackle-lo_leaf_01,Hackle-Lo Leaf,n\Ingred_Hackle-Lo_01.nif,Morrowind
n\Tx_heather_01.tga,Ingredient,ingred_heather_01,Heather,n\Ingred_Heather_01.nif,Morrowind
n\Tx_horn_lily_bulb_01.dds,Ingredient,Ingred_horn_lily_bulb_01,Horn Lily Bulb,n\Ingred_horn_lily_bulb_01.NIF,Morrowind/Tribunal
n\Tx_houndmeat_01.tga,Ingredient,ingred_hound_meat_01,Hound Meat,n\Ingred_Hound_Meat_01.nif,Morrowind
n\Tx_ingred_Hide_BrnBear.dds,Ingredient,ingred_bear_pelt,Bear Pelt,n\Ingred_Hide_BrnBear.NIF,Morrowind/Bloodmoon
n\Tx_ingred_Hide_GryWolf.dds,Ingredient,ingred_wolf_pelt,Wolf Pelt,n\Ingred_Hide_GryWolf.NIF,Morrowind/Bloodmoon
n\Tx_ingred_Hide_WhtBear.dds,Ingredient,ingred_snowbear_pelt_unique,Snow Bear Pelt,n\Ingred_Hide_WhtBear.NIF,Morrowind/Bloodmoon
n\Tx_ingred_Hide_WhtWolf.dds,Ingredient,ingred_snowwolf_pelt_unique,Snow Wolf Pelt,n\Ingred_Hide_WhtWolf.NIF,Morrowind/Bloodmoon
n\Tx_ingred_belladonna_01.dds,Ingredient,ingred_belladonna_01,Ripened Belladonna Berries,n\Ingred_BM_belladonna_01.NIF,Morrowind/Bloodmoon
n\Tx_ingred_belladonna_01.dds,Ingredient,ingred_belladonna_02,Unripened Belladonna Berries,n\Ingred_BM_belladonna_01.NIF,Morrowind/Bloodmoon
n\Tx_ingred_holly_01.dds,Ingredient,ingred_gravetar_01,Gravetar,n\Ingred_BM_holly_01.NIF,Morrowind/Bloodmoon
n\Tx_ingred_holly_01.dds,Ingredient,ingred_holly_01,Holly Berries,n\Ingred_BM_holly_01.NIF,Morrowind/Bloodmoon
n\Tx_ingred_stalhrim_01.dds,Ingredient,ingred_raw_Stalhrim_01,Raw Stalhrim,n\Ingred_BM_stalhrim_01.NIF,Morrowind/Bloodmoon
n\Tx_ingred_wolfsbane_01.dds,Ingredient,ingred_wolfsbane_01,Wolfsbane Petals,n\Ingred_BM_wolfsbane_01.NIF,Morrowind/Bloodmoon
n\Tx_kagouti_hide_01.tga,Ingredient,ingred_kagouti_hide_01,Kagouti Hide,n\Ingred_Kagouti_Hide_01.nif,Morrowind
n\Tx_kresh_fiber_01.tga,Ingredient,ingred_kresh_fiber_01,Kresh Fiber,n\Ingred_Kresh_Fiber_01.nif,Morrowind
n\Tx_kwama_cuttle.tga,Ingredient,ingred_kwama_cuttle_01,Kwama Cuttle,n\Ingred_kwama_cuttle_01.nif,Morrowind
n\Tx_lloramor_spines_01.dds,Ingredient,Ingred_lloramor_spines_01,Lloramor Spines,n\Ingred_lloramor_spines_01.NIF,Morrowind/Tribunal
n\Tx_meadow_rye_01.dds,Ingredient,Ingred_meadow_rye_01,Meadow Rye,n\Ingred_meadow_rye_01.NIF,Morrowind/Tribunal
n\Tx_moon_sugar_01.tga,Ingredient,ingred_moon_sugar_01,Moon Sugar,n\Ingred_Moon_Sugar_01.nif,Morrowind
n\Tx_moon_sugar_01.tga,Ingredient,ingred_moon_sugar_01,Moon Sugar,n\Ingred_Moon_Sugar_01.nif,Morrowind/Bloodmoon
n\Tx_muck_01.tga,Ingredient,ingred_muck_01,Muck,n\Ingred_Muck_01.nif,Morrowind
n\Tx_netch_leather_01.tga,Ingredient,ingred_netch_leather_01,Netch Leather,n\Ingred_Netch_Leather_01.nif,Morrowind
n\Tx_nirthfly_stalks_01.dds,Ingredient,Ingred_nirthfly_stalks_01,Nirthfly Stalks,n\Ingred_nirthfly_stalks_01.NIF,Morrowind/Tribunal
n\Tx_noble_sedge_01.dds,Ingredient,Ingred_noble_sedge_01,Noble Sedge Flowers,n\Ingred_noble_sedge_01.NIF,Morrowind/Tribunal
n\Tx_pearl.tga,Ingredient,ingred_Dae_cursed_pearl_01,Pearl,n\Ingred_pearl_01.NIF,Morrowind
n\Tx_pearl.tga,Ingredient,ingred_pearl_01,Pearl,n\Ingred_pearl_01.NIF,Morrowind
n\Tx_racer_plumes_01.tga,Ingredient,ingred_racer_plumes_01,Racer Plumes,n\Ingred_Racer_Plumes_01.nif,Morrowind
n\Tx_rat_meat_01.tga,Ingredient,ingred_human_meat_01,Human Flesh,n\Ingred_Rat_Meat_01.nif,Morrowind
n\Tx_rat_meat_01.tga,Ingredient,ingred_human_meat_01,Human Flesh,n\Ingred_Rat_Meat_01.nif,Morrowind/Bloodmoon
n\Tx_rat_meat_01.tga,Ingredient,ingred_rat_meat_01,Rat Meat,n\Ingred_Rat_Meat_01.nif,Morrowind
n\Tx_red_lichen_01.tga,Ingredient,ingred_blood_innocent_unique,Blood of an Innocent,n\Ingred_Red_Lichen_01.nif,Morrowind/Bloodmoon
n\Tx_red_lichen_01.tga,Ingredient,ingred_red_lichen_01,Red Lichen,n\Ingred_Red_Lichen_01.nif,Morrowind
n\Tx_resin_01.tga,Ingredient,ingred_resin_01,Resin,n\Ingred_resin_01.nif,Morrowind
n\Tx_roobrush_01.tga,Ingredient,ingred_roobrush_01,Roobrush,n\Ingred_Roobrush_01.nif,Morrowind
n\Tx_ruby.tga,Ingredient,ingred_Dae_cursed_ruby_01,Ruby,n\Ingred_ruby_01.NIF,Morrowind
n\Tx_ruby.tga,Ingredient,ingred_ruby_01,Ruby,n\Ingred_ruby_01.NIF,Morrowind
n\Tx_russula_01.tga,Ingredient,ingred_russula_01,Luminous Russula,n\Ingred_russula_01.NIF,Morrowind
n\Tx_russula_01.tga,Ingredient,ingred_russula_01,Luminous Russula,n\Ingred_russula_01.NIF,Morrowind/Tribunal
n\Tx_saltrice_01.tga,Ingredient,ingred_saltrice_01,Saltrice,n\Ingred_saltrice_01.NIF,Morrowind
n\Tx_saltrice_01.tga,Ingredient,ingred_saltrice_01,Saltrice,n\Ingred_saltrice_01.NIF,Morrowind/Bloodmoon
n\Tx_scales_01.tga,Ingredient,ingred_scales_01,Scales,n\Ingred_Scales_01.nif,Morrowind
n\Tx_scamp_skin_01.tga,Ingredient,ingred_scamp_skin_01,Scamp Skin,n\Ingred_Scamp_Skin_01.nif,Morrowind
n\Tx_scathecraw_01.tga,Ingredient,ingred_scathecraw_01,Scathecraw,n\Ingred_Scathecraw_01.nif,Morrowind
n\Tx_scrapmetal_01.tga,Ingredient,ingred_scrap_metal_01,Scrap Metal,n\Ingred_Scrap_Metal_01.nif,Morrowind
n\Tx_scrib_cabbage_01.dds,Ingredient,Ingred_scrib_cabbage_01,Scrib Cabbage,n\Ingred_scrib_cabbage_01.NIF,Morrowind/Tribunal
n\Tx_scrib_jelly_01.tga,Ingredient,ingred_scrib_jelly_01,Scrib Jelly,n\Ingred_Scrib_Jelly_01.nif,Morrowind
n\Tx_scrib_jelly_01.tga,Ingredient,ingred_scrib_jelly_02,Meteor Slime,n\Ingred_Scrib_Jelly_01.nif,Morrowind
n\Tx_scrib_jerky_01.tga,Ingredient,ingred_scrib_jerky_01,Scrib Jerky,n\Ingred_Scrib_Jerky_01.nif,Morrowind
n\Tx_scuttle_01.tga,Ingredient,ingred_scuttle_01,Scuttle,n\Ingred_Scuttle_01.nif,Morrowind
n\Tx_shalk_resin_01.tga,Ingredient,ingred_shalk_resin_01,Shalk Resin,n\Ingred_Shalk_Resin_01.nif,Morrowind
n\Tx_sload_soap_01.tga,Ingredient,ingred_sload_soap_01,Sload Soap,n\Ingred_Sload_Soap_01.nif,Morrowind
n\Tx_stoneflower_01.tga,Ingredient,ingred_stoneflower_petals_01,Stoneflower Petals,n\Ingred_Stoneflower_01.nif,Morrowind
n\Tx_sweetpulp_01.dds,Ingredient,Ingred_sweetpulp_01,Sweetpulp,n\Ingred_sweetpulp_01.NIF,Morrowind/Tribunal
n\Tx_timsa-come-by_01.dds,Ingredient,Ingred_timsa-come-by_01,Timsa-Come-By flowers,n\Ingred_timsa-come-by_01.NIF,Morrowind/Tribunal
n\Tx_trama_root_01.tga,Ingredient,ingred_trama_root_01,Trama Root,n\Ingred_Trama_Root_01.nif,Morrowind
n\Tx_vampire_dust_01.tga,Ingredient,ingred_vampire_dust_01,Vampire Dust,n\Ingred_Vampire_Dust_01.nif,Morrowind
n\Tx_void_salts_01.tga,Ingredient,ingred_void_salts_01,Void Salts,n\Ingred_Void_Salts_01.nif,Morrowind
n\Tx_whickwheat_01.tga,Ingredient,ingred_wickwheat_01,Wickwheat,n\Ingred_Whickwheat_01.nif,Morrowind
n\Tx_willow_anther_01.tga,Ingredient,ingred_willow_anther_01,Willow Anther,n\Ingred_Willow_Anther_01.nif,Morrowind
n\tx_adamantium.dds,Ingredient,ingred_adamantium_ore_01,Adamantium Ore,n\Ingred_raw_adam.NIF,Morrowind/Tribunal
l\LIght_Com_Candle_09.tga,Light,light_com_candle_09,Pewter Candlestick,l\LIght_Com_Candle_09.NIF,Morrowind
l\LIght_Com_Candle_09.tga,Light,light_com_candle_09_128,Pewter Candlestick,l\LIght_Com_Candle_09.NIF,Morrowind
l\LIght_Com_Candle_09.tga,Light,light_com_candle_09_128,Pewter Candlestick,l\LIght_Com_Candle_09.NIF,Morrowind/Bloodmoon
l\LIght_Com_Candle_09.tga,Light,light_com_candle_09_64,Pewter Candlestick,l\LIght_Com_Candle_09.NIF,Morrowind
l\LIght_Com_Candle_09.tga,Light,light_com_candle_09_off,Pewter Candlestick,l\LIght_Com_Candle_09.NIF,Morrowind
l\LIght_Com_Candle_09.tga,Light,light_com_candle_09_off,Pewter Candlestick,l\LIght_Com_Candle_09.NIF,Morrowind/Bloodmoon
l\Light_Com_Candle_01.tga,Light,Light_Com_Candle_01,Iron Candlestick,l\Light_Com_Candle_01.NIF,Morrowind
l\Light_Com_Candle_01.tga,Light,Light_Com_Candle_01,Iron Candlestick,l\Light_Com_Candle_01.NIF,Morrowind/Bloodmoon
l\Light_Com_Candle_01.tga,Light,Light_Com_Candle_01_64,Iron Candlestick,l\Light_Com_Candle_01.NIF,Morrowind
l\Light_Com_Candle_01.tga,Light,Light_Com_Candle_01_64,Iron Candlestick,l\Light_Com_Candle_01.NIF,Morrowind/Bloodmoon
l\Light_Com_Candle_01.tga,Light,light_com_candle_01_off,Iron Candlestick,l\Light_Com_Candle_01.NIF,Morrowind
l\Light_Com_Candle_02.tga,Light,light_com_candle_02,Brass Candlestick,l\Light_Com_Candle_02.NIF,Morrowind
l\Light_Com_Candle_02.tga,Light,light_com_candle_02_64,Brass Candlestick,l\Light_Com_Candle_02.NIF,Morrowind
l\Light_Com_Candle_03.tga,Light,Light_Com_Candle_15,Silver Candlestick,l\Light_Com_Candle_15.NIF,Morrowind
l\Light_Com_Candle_03.tga,Light,light_com_candle_03,Silver Candlestick,l\Light_Com_Candle_03.NIF,Morrowind
l\Light_Com_Candle_03.tga,Light,light_com_candle_03_64,Silver Candlestick,l\Light_Com_Candle_03.NIF,Morrowind
l\Light_Com_Candle_05.tga,Light,Light_Com_Candle_12,Pewter Candlestick,l\Light_Com_Candle_12.NIF,Morrowind
l\Light_Com_Candle_05.tga,Light,Light_Com_Candle_12_77,Pewter Candlestick,l\Light_Com_Candle_12.NIF,Morrowind
l\Light_Com_Candle_05.tga,Light,Light_Com_Candle_12_Off,Pewter Candlestick,l\Light_Com_Candle_12.NIF,Morrowind
l\Light_Com_Candle_05.tga,Light,light_com_candle_05,Pewter Candlestick,l\Light_Com_Candle_05.NIF,Morrowind
l\Light_Com_Candle_05.tga,Light,light_com_candle_05_64,Pewter Candlestick,l\Light_Com_Candle_05.NIF,Morrowind
l\Light_Com_Candle_05.tga,Light,light_com_candle_05_64,Pewter Candlestick,l\Light_Com_Candle_05.NIF,Morrowind/Bloodmoon
l\Light_Com_Candle_05.tga,Light,light_com_candle_05_off,Pewter Candlestick,l\Light_Com_Candle_05.NIF,Morrowind
l\Light_Com_Candle_08.tga,Light,Light_Com_Candle_14,Silver Candlestick,l\Light_Com_Candle_14.NIF,Morrowind
l\Light_Com_Candle_08.tga,Light,Light_Com_Candle_14_77,Silver Candlestick,l\Light_Com_Candle_14.NIF,Morrowind
l\Light_Com_Candle_08.tga,Light,light_com_candle_08,Silver Candlestick,l\Light_Com_Candle_08.NIF,Morrowind
l\Light_Com_Candle_08.tga,Light,light_com_candle_08_64,Silver Candlestick,l\Light_Com_Candle_08.NIF,Morrowind
l\Light_Com_Candle_10.tga,Light,Light_Com_Candle_16,Silver Candlestick,l\Light_Com_Candle_16.NIF,Morrowind
l\Light_Com_Candle_10.tga,Light,Light_Com_Candle_16_77,Silver Candlestick,l\Light_Com_Candle_16.NIF,Morrowind
l\Light_Com_Candle_10.tga,Light,light_com_Dae_cursed_candle_10,Silver Candlestick,l\LIght_Com_Candle_10.NIF,Morrowind
l\Light_Com_Candle_10.tga,Light,light_com_candle_10,Silver Candlestick,l\LIght_Com_Candle_10.NIF,Morrowind
l\Light_Com_Candle_10.tga,Light,light_com_candle_10_128,Silver Candlestick,l\LIght_Com_Candle_10.NIF,Morrowind
l\Light_Com_Candle_10.tga,Light,light_com_candle_10_128,Silver Candlestick,l\LIght_Com_Candle_10.NIF,Morrowind/Tribunal
l\Light_Com_Candle_10.tga,Light,light_com_candle_10_64,Silver Candlestick,l\LIght_Com_Candle_10.NIF,Morrowind
l\Light_Com_Candle_10.tga,Light,light_com_candle_10_off,Silver Candlestick,l\LIght_Com_Candle_10.NIF,Morrowind
l\Light_Com_Lantern_01.tga,Light,light_com_lantern_01,Travel Lantern,l\Light_Com_Lantern_01.NIF,Morrowind
l\Light_Com_Lantern_01.tga,Light,light_com_lantern_01,Travel Lantern,l\Light_Com_Lantern_01.NIF,Morrowind/Bloodmoon
l\Light_Com_Lantern_01.tga,Light,light_com_lantern_01_128,Travel Lantern,l\Light_Com_Lantern_01.NIF,Morrowind
l\Light_Com_Lantern_01.tga,Light,light_com_lantern_01_128,Travel Lantern,l\Light_Com_Lantern_01.NIF,Morrowind/Bloodmoon
l\Light_Com_Lantern_01.tga,Light,light_com_lantern_01_256,Travel Lantern,l\Light_Com_Lantern_01.NIF,Morrowind/Bloodmoon
l\Light_Com_Lantern_01.tga,Light,light_com_lantern_01_77,Travel Lantern,l\Light_Com_Lantern_01.NIF,Morrowind
l\Light_Com_Lantern_01.tga,Light,light_com_lantern_01_Off,Travel Lantern,l\Light_Com_Lantern_01.NIF,Morrowind
l\Light_Com_Lantern_01.tga,Light,light_com_lantern_bm_unique,The Watchman's Eye,l\Light_Com_Lantern_01.NIF,Morrowind/Bloodmoon
l\Light_Com_Lantern_02.tga,Light,light_com_lantern_02,Travel Lantern,l\Light_Com_Lantern_02.NIF,Morrowind
l\Light_Com_Lantern_02.tga,Light,light_com_lantern_02_128,Travel Lantern,l\Light_Com_Lantern_02.NIF,Morrowind
l\Light_Com_Lantern_02.tga,Light,light_com_lantern_02_128_Off,Travel Lantern,l\Light_Com_Lantern_02.NIF,Morrowind
l\Light_Com_Lantern_02.tga,Light,light_com_lantern_02_177,Travel Lantern,l\Light_Com_Lantern_02.NIF,Morrowind
l\Light_Com_Lantern_02.tga,Light,light_com_lantern_02_256,Travel Lantern,l\Light_Com_Lantern_02.NIF,Morrowind/Bloodmoon
l\Light_Com_Lantern_02.tga,Light,light_com_lantern_02_64,Travel Lantern,l\Light_Com_Lantern_02.NIF,Morrowind
l\Light_Com_Lantern_02.tga,Light,light_com_lantern_02_INF,Pilgrim's Lantern,l\Light_Com_Lantern_02.NIF,Morrowind
l\Light_Com_Lantern_02.tga,Light,light_com_lantern_02_Off,Travel Lantern,l\Light_Com_Lantern_02.NIF,Morrowind
l\Light_Com_Torch_01.dds,Light,light_com_torch_burnedout_UNI,,l\Light_Com_Torch_01.NIF,Morrowind/Tribunal
l\Light_Com_Torch_01.tga,Light,light_com_torch_01,Torch,l\Light_Com_Torch_01.NIF,Morrowind
l\Light_Com_Torch_01.tga,Light,light_com_torch_01_128,Torch,l\Light_Com_Torch_01.NIF,Morrowind
l\Light_Com_Torch_01.tga,Light,light_com_torch_01_200,Torch,l\Light_Com_Torch_01.NIF,Morrowind
l\Light_Com_Torch_01.tga,Light,light_com_torch_01_256,Torch,l\Light_Com_Torch_01.NIF,Morrowind/Tribunal
l\Light_Com_Torch_01.tga,Light,light_com_torch_01_77,Torch,l\Light_Com_Torch_01.NIF,Morrowind
l\Light_Com_Torch_01.tga,Light,light_com_torch_01_off,Torch,l\Light_Com_Torch_01.NIF,Morrowind
l\Light_Com_Torch_01.tga,Light,light_com_torch_burnedout_01,Burned out Torch,l\Light_Com_Torch_01.NIF,Morrowind
l\Light_Com_Torch_02.tga,Light,light_com_torch_02,Torch,l\Light_Com_Torch_02.NIF,Morrowind
l\Light_De_Candle_03.tga,Light,light_de_candle_03,Candle,l\Light_De_Candle_03.NIF,Morrowind
l\Light_De_Candle_03.tga,Light,light_de_candle_03_64,Candle,l\Light_De_Candle_03.NIF,Morrowind
l\Light_De_Candle_05.tga,Light,light_de_candle_05,Redware Candle,l\Light_De_Candle_05.NIF,Morrowind
l\Light_De_Candle_05.tga,Light,light_de_candle_05_64,Redware Candle,l\Light_De_Candle_05.NIF,Morrowind
l\Light_De_Candle_05.tga,Light,light_de_candle_05_77,Redware Candle,l\Light_De_Candle_05.NIF,Morrowind
l\Light_De_Candle_06.tga,Light,light_de_candle_06,Ceramic Candlestick,l\Light_De_Candle_06.NIF,Morrowind
l\Light_De_Candle_06.tga,Light,light_de_candle_06_64,Ceramic Candlestick,l\Light_De_Candle_06.NIF,Morrowind
l\Light_De_Candle_06.tga,Light,light_de_candle_06_off,Ceramic Candlestick,l\Light_De_Candle_06.NIF,Morrowind
l\Light_De_Candle_10.tga,Light,light_de_candle_10,Candle,l\Light_De_Candle_10.NIF,Morrowind
l\Light_De_Candle_10.tga,Light,light_de_candle_10_64,Candle,l\Light_De_Candle_10.NIF,Morrowind
l\Light_De_Candle_11.tga,Light,light_de_candle_11,Candle,l\Light_De_Candle_11.NIF,Morrowind
l\Light_De_Candle_11.tga,Light,light_de_candle_11_64,Candle,l\Light_De_Candle_11.NIF,Morrowind
l\Light_De_Candle_11.tga,Light,light_de_candle_11_Off,Candle,l\Light_De_Candle_11.NIF,Morrowind
l\Light_De_Candle_12.tga,Light,light_de_candle_12,Candle,l\Light_De_Candle_12.NIF,Morrowind
l\Light_De_Candle_12.tga,Light,light_de_candle_128_Off,Candle,l\Light_De_Candle_12.NIF,Morrowind
l\Light_De_Candle_12.tga,Light,light_de_candle_12_64,Candle,l\Light_De_Candle_12.NIF,Morrowind
l\Light_De_Candle_13.tga,Light,light_de_candle_13,Candle,l\Light_De_Candle_13.NIF,Morrowind
l\Light_De_Candle_13.tga,Light,light_de_candle_13_64,Candle,l\Light_De_Candle_13.NIF,Morrowind
l\Light_De_Candle_13.tga,Light,light_de_candle_13_Off,Candle,l\Light_De_Candle_13.NIF,Morrowind
l\Light_De_Candle_14.tga,Light,light_de_candle_14,Candle,l\Light_De_Candle_14.NIF,Morrowind
l\Light_De_Candle_14.tga,Light,light_de_candle_14_64,Candle,l\Light_De_Candle_14.NIF,Morrowind
l\Light_De_Candle_15.tga,Light,Light_De_Candle_23,Brass Candlestick,l\Light_De_Candle_23.NIF,Morrowind
l\Light_De_Candle_15.tga,Light,Light_De_Candle_23_177,Brass Candlestick,l\Light_De_Candle_23.NIF,Morrowind
l\Light_De_Candle_15.tga,Light,light_de_candle_15,Brass Candlestick,l\Light_De_Candle_15.NIF,Morrowind
l\Light_De_Candle_15.tga,Light,light_de_candle_15_64,Brass Candlestick,l\Light_De_Candle_15.NIF,Morrowind
l\Light_De_Candle_15.tga,Light,light_de_candle_15_off,Brass Candlestick,l\Light_De_Candle_15.NIF,Morrowind
l\Light_De_Candle_16.tga,Light,light_de_candle_16,Brass Candlestick,l\Light_De_Candle_16.NIF,Morrowind
l\Light_De_Candle_16.tga,Light,light_de_candle_16_64,Brass Candlestick,l\Light_De_Candle_16.NIF,Morrowind
l\Light_De_Candle_17.tga,Light,Light_De_Candle_24,Brass Candlestick,l\Light_De_Candle_24.NIF,Morrowind
l\Light_De_Candle_17.tga,Light,Light_De_Candle_24_64,Brass Candlestick,l\Light_De_Candle_24.NIF,Morrowind
l\Light_De_Candle_17.tga,Light,light_de_candle_17,Brass Candlestick,l\Light_De_Candle_17.NIF,Morrowind
l\Light_De_Candle_17.tga,Light,light_de_candle_17_64,Brass Candlestick,l\Light_De_Candle_17.NIF,Morrowind
l\Light_De_Candle_18.tga,Light,Light_De_Candle_25,Redware Candle,l\Light_De_Candle_25.NIF,Morrowind
l\Light_De_Candle_18.tga,Light,light_de_candle_18,Redware Candle,l\Light_De_Candle_18.NIF,Morrowind
l\Light_De_Candle_18.tga,Light,light_de_candle_18_64,Redware Candle,l\Light_De_Candle_18.NIF,Morrowind
l\Light_De_Candle_19.tga,Light,Light_De_Candle_26,Redware Candle,l\Light_De_Candle_26.NIF,Morrowind
l\Light_De_Candle_19.tga,Light,light_de_candle_19,Redware Candle,l\Light_De_Candle_19.NIF,Morrowind
l\Light_De_Candle_19.tga,Light,light_de_candle_19_256,Redware Candle,l\Light_De_Candle_19.NIF,Morrowind
l\Light_De_Candle_19.tga,Light,light_de_candle_19_64,Redware Candle,l\Light_De_Candle_19.NIF,Morrowind
l\Light_De_Lantern_01.tga,Light,Light_De_Lantern_01,Paper Lantern,l\Light_De_Lantern_01.NIF,Morrowind
l\Light_De_Lantern_01.tga,Light,Light_De_Lantern_01_128,Paper Lantern,l\Light_De_Lantern_01.NIF,Morrowind
l\Light_De_Lantern_01.tga,Light,Light_De_Lantern_01_177,Paper Lantern,l\Light_De_Lantern_01.NIF,Morrowind
l\Light_De_Lantern_01.tga,Light,Light_De_Lantern_01_77,Paper Lantern,l\Light_De_Lantern_01.NIF,Morrowind
l\Light_De_Lantern_01.tga,Light,Light_De_Lantern_01white,Paper Lantern,l\Light_De_Lantern_01.NIF,Morrowind/Bloodmoon
l\Light_De_Lantern_01.tga,Light,light_de_lantern_01_off,Paper Lantern,l\Light_De_Lantern_01.NIF,Morrowind
l\Light_De_Lantern_02.tga,Light,light_de_lantern_02,Glass Lantern,l\Light_De_Lantern_02.NIF,Morrowind
l\Light_De_Lantern_02.tga,Light,light_de_lantern_02-128,Glass Lantern,l\Light_De_Lantern_02.NIF,Morrowind
l\Light_De_Lantern_02.tga,Light,light_de_lantern_02-177,Glass Lantern,l\Light_De_Lantern_02.NIF,Morrowind
l\Light_De_Lantern_02.tga,Light,light_de_lantern_02_128,Glass Lantern,l\Light_De_Lantern_02.NIF,Morrowind
l\Light_De_Lantern_02.tga,Light,light_de_lantern_02_256_Off,Glass Lantern,l\Light_De_Lantern_02.NIF,Morrowind
l\Light_De_Lantern_02.tga,Light,light_de_lantern_02_256_blue,Glass Lantern,l\Light_De_Lantern_02.NIF,Morrowind
l\Light_De_Lantern_02.tga,Light,light_de_lantern_02_blue,Glass Lantern,l\Light_De_Lantern_02.NIF,Morrowind
l\Light_De_Lantern_05.tga,Light,light_de_lantern_05,Paper Lantern,l\Light_De_Lantern_05.NIF,Morrowind
l\Light_De_Lantern_05.tga,Light,light_de_lantern_05_128_Carry,Paper Lantern,l\Light_De_Lantern_05.NIF,Morrowind
l\Light_De_Lantern_05.tga,Light,light_de_lantern_05_200,Paper Lantern,l\Light_De_Lantern_05.NIF,Morrowind
l\Light_De_Lantern_05.tga,Light,light_de_lantern_05_Carry,Paper Lantern,l\Light_De_Lantern_05.NIF,Morrowind
l\Light_De_Lantern_06.tga,Light,Light_De_Lantern_06A,Glass Lantern,l\Light_De_Lantern_06.NIF,Morrowind
l\Light_De_Lantern_06.tga,Light,light_de_lantern_06,Glass Lantern,l\Light_De_Lantern_06.NIF,Morrowind
l\Light_De_Lantern_06.tga,Light,light_de_lantern_06_128,Glass Lantern,l\Light_De_Lantern_06.NIF,Morrowind
l\Light_De_Lantern_06.tga,Light,light_de_lantern_06_177,Glass Lantern,l\Light_De_Lantern_06.NIF,Morrowind
l\Light_De_Lantern_06.tga,Light,light_de_lantern_06_256,Glass Lantern,l\Light_De_Lantern_06.NIF,Morrowind
l\Light_De_Lantern_06.tga,Light,light_de_lantern_06_64,Glass Lantern,l\Light_De_Lantern_06.NIF,Morrowind
l\Light_De_Lantern_07.tga,Light,light_de_lantern_07,Paper Lantern,l\Light_De_Lantern_07.NIF,Morrowind
l\Light_De_Lantern_07.tga,Light,light_de_lantern_07_128,Paper Lantern,l\Light_De_Lantern_07.NIF,Morrowind
l\Light_De_Lantern_07.tga,Light,light_de_lantern_07_warm,Paper Lantern,l\Light_De_Lantern_07.NIF,Morrowind
l\Light_De_Lantern_10.tga,Light,light_de_lantern_10,Paper Lantern,l\Light_De_Lantern_10.NIF,Morrowind
l\Light_De_Lantern_10.tga,Light,light_de_lantern_10_128,Paper Lantern,l\Light_De_Lantern_10.NIF,Morrowind
l\Light_De_Lantern_11.tga,Light,light_de_lantern_11,Paper Lantern,l\Light_De_Lantern_11.NIF,Morrowind
l\Light_De_Lantern_14.tga,Light,light_de_lantern_14,Paper Lantern,l\Light_De_Lantern_14.NIF,Morrowind
l\Light_Redware_Lamp.tga,Light,light_com_redware_lamp,Redware Lamp,l\Light_Redware_Lamp.NIF,Morrowind
l\Light_de_candle_blue_01.tga,Light,Light_De_Candle_20,Candle,l\Light_De_Candle_20.NIF,Morrowind
l\Light_de_candle_blue_01.tga,Light,light_de_candle_blue_01,Bamboo Candlestick,l\Light_de_candle_blue_01.NIF,Morrowind
l\Light_de_candle_blue_01.tga,Light,light_de_candle_blue_01_64,Bamboo Candlestick,l\Light_de_candle_blue_01.NIF,Morrowind
l\Light_de_candle_blue_01.tga,Light,light_de_candle_blue_01_Off,Bamboo Candlestick,l\Light_de_candle_blue_01.NIF,Morrowind
l\Light_de_candle_blue_01.tga,Light,light_de_candle_blue_02,Bamboo Candlestick,l\Light_de_candle_blue_02.NIF,Morrowind
l\Light_de_candle_blue_01.tga,Light,light_de_candle_blue_02_100,Bamboo Candlestick,l\Light_de_candle_blue_02.NIF,Morrowind
l\Light_de_candle_blue_01.tga,Light,light_de_candle_blue_02_64,Bamboo Candlestick,l\Light_de_candle_blue_02.NIF,Morrowind
l\Light_de_candle_green_01.tga,Light,light_de_candle_green_01,Bamboo Candlestick,l\Light_de_candle_green_01.NIF,Morrowind
l\Light_de_candle_green_01.tga,Light,light_de_candle_green_01_64,Bamboo Candlestick,l\Light_de_candle_green_01.NIF,Morrowind
l\Light_de_candle_green_01.tga,Light,light_de_candle_green_01_Off,Bamboo Candlestick,l\Light_de_candle_green_01.NIF,Morrowind
l\Light_de_candle_ivory_01.tga,Light,light_de_candle_ivory_01,Bamboo Candlestick,l\Light_de_candle_ivory_01.NIF,Morrowind
l\Light_de_candle_ivory_01.tga,Light,light_de_candle_ivory_01_128,Bamboo Candlestick,l\Light_de_candle_ivory_01.NIF,Morrowind
l\Light_de_candle_ivory_01.tga,Light,light_de_candle_ivory_01_64,Bamboo Candlestick,l\Light_de_candle_ivory_01.NIF,Morrowind
l\Light_de_candle_ivory_01.tga,Light,light_de_candle_ivory_01_off,Bamboo Candlestick,l\Light_de_candle_ivory_01.NIF,Morrowind
l\Light_de_candle_ivory_01.tga,Light,light_de_candle_ivory_64,Bamboo Candlestick,l\Light_de_candle_ivory_01.NIF,Morrowind
l\Light_de_candle_ivory_01.tga,Light,light_de_candle_ivory_dead,Bamboo Candlestick,l\Light_de_candle_ivory_01.NIF,Morrowind
l\Light_de_candle_red_01.tga,Light,Light_De_Candle_21,Candle,l\Light_De_Candle_21.NIF,Morrowind
