id,name,tags,comment
"T_IngFood_TGuarHide","Tiger Guar Hide","CreaturePart,Hide",""
"T_IngFlor_TigerlilyNectar_01","Tiger Lily Nectar","Plant",""
"T_IngFlor_TinderPolypore_01","Tinder Polypore Cap","Mushroom",""
"T_IngFlor_Tobacco_01","Tobacco","Plant",""
"T_IngFood_Tomato_01","Tomato","Vegetable",""
"AB_IngMine_Topaz_01","Topaz","Gem",""
"TR_m7_q_Ns_IC8_gem7","Topaz","Gem",""
"T_IngMine_TopazDae_01","Topaz","Gem",""
"T_IngMine_Topaz_01","Topaz","Gem",""
"TR_m1_Q_Topaz_Stationary","Topaz Offering","Gem",""
"TR_m1_Q_Ingred_Topaz","Topaz Offering","Gem","The same offering after it has been placed on the ash-pit in Rangirth Ancestral Tomb"
"AB_IngMine_Tourmaline_01","Tourmaline","Gem",""
"ingred_trama_root_01","Trama Root","Plant","Found growing in dry, hilly regions"
"ingred_treated_bittergreen_uniq","Treated Bittergreen Petals","Plant","Given by Taros Dral of the Morag Tong to poison Balyn Omavel for Mephala's Quest."
"T_IngFlor_Trefoil_01","Trefoil Flower","Plant",""
"T_IngFlor_TrembleWeedSap_01","Tremble Weed Sap","Plant",""
"T_IngCrea_Trichobezoar_01","Trichobezoar","",""
"T_IngFood_TrinityFruit_01","Trinity Fruit","Fruit",""
"T_IngCrea_Trollfat_01","Troll Fat","Meat",""
"T_IngFlor_Trollroot_01","Trollroot Fiber","CreaturePart",""
"T_IngFood_FishBrowntrout_01","Trout Meat","Meat,Fish",""
"T_IngSpice_Curcuma_01","Turmeric Powder","Spice,Mineral",""
"T_IngFlor_Turnip_01","Turnip","Vegetable",""
"T_IngMine_TurquoiseDae_01","Turquoise","Gem",""
"T_IngMine_Turquoise_01","Turquoise","Gem",""
"T_IngDye_Ultramarine_01","Ultramarine Dye","Mineral",""
"T_IngFlor_UmberMorchella_01","Umber Morchella ","Mushroom",""
"T_IngCrea_MothWingSky_01","Umber Moth Wing","CreaturePart",""
"ingred_belladonna_02","Unripened Belladonna Berries","Fruit,Plant","Grows all over Solstheim. Common at barrow entrances."
"ingred_vampire_dust_01","Vampire Dust","Mineral","Found by killing Vampires"
"T_IngFlor_VeiledUrnula_01","Veiled Urnula","Mushroom",""
"AB_IngFlor_Urnula","Veiled Urnula Cap","Mushroom",""
"T_IngCrea_VelkNectarSack_01","Velk Nectar Sac","Plant",""
"T_IngFood_MeatVenison_01","Venison","Meat",""
"T_IngDye_Verdigris_01","Verdigris Dye","Mineral",""
"T_IngDye_Vermilion_01","Vermilion Dye","Mineral",""
"T_IngFlor_VicarHerb_01","Vicar Herb Leaves","Plant",""
"AB_IngFlor_ViMuscaria_01","Vicious Chanterelle","Mushroom",""
"T_IngFlor_VileMorchella_01","Vile Morchella","Mushroom",""
"T_IngFood_Vinegar_01","Vinegar","Liquid",""
"ingred_coprinus_01","Violet Coprinus","Mushroom","These mushrooms grow throughout the Bitter Coast region, and are also common in caves."
"T_IngFlor_ViperBugloss_01","Viper Bugloss Leaves","Plant",""
"ingred_void_salts_01","Void Salts","Mineral","Found by killing Storm Atronachs or Winged Twilights"
"TR_m3_OE_TG_Vomit","Vomit","",""
"T_IngCrea_MeatDark_01","Warm Meat","Meat",""
"T_IngFood_WasabiRoot_01","Wasabi Root","Plant",""
"T_IngFlor_HyacinthNectar_01","Water Hyacinth Nectar Sacks","Plant",""
"T_IngFlor_WtLillyPink_01","Water Lilly","Plant",""
"T_IngFlor_WtLillyPurple_01","Water Lilly","Plant",""
"T_IngFlor_WtLillyWhite_01","Water Lilly","Plant",""
"T_IngFlor_WtLillyYellow_01","Water Lilly","Plant",""
"T_IngFood_RiverstriderEgg_01","Waterstrider Egg","Egg",""
"T_IngFlor_Weepveil_01","Weeping Veil","",""
"T_IngCrea_WelkyndDust_01","Welkynd Dust","Mineral",""
"T_IngFood_Wheat_01","Wheat","Grain",""
"T_IngMine_Agate_04","White Agate","Gem",""
"T_IngFlor_Bloatroot","White Bloatroot","",""
"TR_m3_i3_413_white clay","White Clay","",""
"T_IngDye_WhiteLead_01","White Lead Dye","Mineral",""
"T_IngFlor_LichenWhite_01","White Lichen","Plant",""
"ingred_wickwheat_01","Wickwheat","Grain","Found growing in the Grazelands region"
"AB_IngFood_WickwheatDumpling","Wickwheat Dumpling","Grain",""
"T_IngFlor_WidowkissPowder_01","Widow Kiss Powder","Mineral",""
"T_IngFlor_Cupling_01","Widow's Mortar","",""
"ingred_willow_anther_01","Willow Anther","Plant","Most common in the Ascadian Isles region"
"AB_IngCrea_TwilightMembrane","Winged Twilight Membrane","CreaturePart",""
"T_IngCrea_TwilightMembrane_01","Winged Twilight Membrane","CreaturePart",""
"T_IngFlor_WispStalk_01","Wisp Stalks","Plant",""
"T_IngFlor_Woadfl_01","Woad Seeds","Spice,Plant",""
"TR_m7_NVA8_ingred_wolf_pelt","Wolf Pelt","CreaturePart,Pelt",""
"ingred_wolf_pelt","Wolf Pelt","CreaturePart,Pelt","Found by killing Wolves"
"ingred_wolfsbane_01","Wolfsbane Petals","Plant","Grows on Hvitkald Peak. One found in Lassnr's shack in the Skaal village."
"T_IngCrea_BeetleShell_03","Wood Beetle Shell","CreaturePart",""
"T_IngFlor_WormWh02","Worm Wheat Incense","Grain",""
"T_IngFlor_WormWh01","Worm Wheat Tufts","Grain",""
"T_IngCrea_WormmouthHide_01","Wormmouth Hide","CreaturePart,Hide",""
"T_IngFlor_Wormwood_01","Wormwood Leaves","Plant",""
"AB_IngFood_KwamaEggCentWrap","Wrapped Century Kwama Egg","Egg",""
"ingred_6th_corprusmeat_04","Wrapped Corprusmeat Hunk","Meat",""
"T_IngFood_GrapeWrothgarian_01","Wrothgarian Grapes","Fruit",""
"T_IngFlor_YamOrb_01","Yam Orb","Vegetable",""
"T_IngFlor_FlaxFlower_03","Yellow Flax Flowers","Plant",""
"T_IngFlor_LichenYellow_01","Yellow Lichen","Plant",""
"T_IngCrea_MothWingCyr_03","Yellow Moth Wing","CreaturePart",""
"T_IngDye_YellowOchre_01","Yellow Ochre Dye","Mineral",""
"T_IngCrea_YethResin_01","Yeth Resin","Plant",""
"T_IngFlor_YuinRoot_01","Yuin Root","Plant",""
"T_IngFlor_ZukomaBlossom_01","Zukoma Blossom","Plant",""
